customer_id,acquisition_date,acquisition_campaign_id,acquisition_channel,acquisition_platform,region,country,city,age_group,gender,customer_segment,primary_product_interest,first_purchase_date,last_purchase_date,customer_status,churn_date,marketing_consent,loyalty_member,source_system,source_file_name,batch_id,ingestion_timestamp
CUST0018160,2026-05-03,CMP0025,Google Search,Google Ads,Asia Pacific,South Korea,Seoul,35-44,Female,Hardware Enthusiast,iPhone,2026-05-03,2026-06-08,Active,,True,False,CRM Export,crm_customers_202605.csv,BATCH-CRM-202605-01,2026-05-04 05:26:00
CUST0022493,2025-12-03,CMP0083,LinkedIn,LinkedIn Campaign Manager,North America,United States,Los Angeles,45-54,Male,New Customer,AirPods,2025-12-03,2025-12-30,Active,,True,True,CRM Export,crm_customers_202512.csv,BATCH-CRM-202512-02,2025-12-04 04:32:00
CUST0010047,2025-01-15,CMP0058,Google Search,Google Ads,North America,United States,Los Angeles,45-54,Female,Loyal Customer,AppleCare+,2025-01-15,2025-12-27,Active,,True,True,CRM Export,crm_customers_202501.csv,BATCH-CRM-202501-03,2025-01-16 02:59:00
CUST0004997,2024-09-21,CMP0008,Organic Social,Internal Email Platform,North America,United States,Chicago,45-54,Female,New Customer,Mac,2024-09-21,2024-09-21,Active,,True,False,CRM Export,crm_customers_202409.csv,BATCH-CRM-202409-02,2024-09-22 01:28:00
CUST0004160,2025-09-22,CMP0083,LinkedIn,LinkedIn Campaign Manager,North America,United States,Los Angeles,35-44,Male,Occasional Buyer,AirPods,2025-09-22,2025-09-22,Active,,True,False,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-02,2025-09-23 01:15:00
CUST0018284,2025-06-30,CMP0016,Retail Promotion,Retail Partner,North America,United States,Los Angeles,55-64,Female,Hardware Enthusiast,Mac,2025-06-30,2025-06-30,Active,,True,False,CRM Export,crm_customers_202506.csv,BATCH-CRM-202506-02,2025-07-01 05:16:00
CUST0026610,2025-01-29,CMP0042,X,Affiliate Network,Asia Pacific,Japan,Osaka,25-34,Male,Churned Customer,Mac,2025-01-29,2025-01-29,Churned,2025-03-22,True,True,CRM Export,crm_customers_202501.csv,BATCH-CRM-202501-03,2025-01-30 04:24:00
CUST0016327,2025-08-20,CMP0091,Facebook,Meta Ads Manager,Latin America,Brazil,Rio de Janeiro,45-54,Male,Occasional Buyer,Accessories,2025-08-20,2025-11-18,Active,,False,False,CRM Export,crm_customers_202508.csv,BATCH-CRM-202508-01,2025-08-21 02:32:00
CUST0007156,2025-08-16,CMP0008,Organic Social,Internal Email Platform,North America,United States,Chicago,35-44,Female,New Customer,Mac,2025-08-16,2025-08-16,Active,,True,False,CRM Export,crm_customers_202508.csv,BATCH-CRM-202508-01,2025-08-17 03:04:00
CUST0002921,2025-03-16,CMP0051,Affiliate Marketing,Affiliate Network,Middle East and Africa,Saudi Arabia,Riyadh,25-34,Male,At-Risk Customer,Apple Arcade,2025-03-16,2025-03-16,At Risk,,True,False,CRM Export,crm_customers_202503.csv,BATCH-CRM-202503-02,2025-03-17 04:18:00
CUST0026951,2025-09-12,CMP0083,LinkedIn,LinkedIn Campaign Manager,North America,United States,Los Angeles,35-44,Female,Price-Sensitive Customer,AirPods,2025-09-12,2026-06-17,Active,,True,False,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-02,2025-09-13 01:30:00
CUST0020586,2025-08-03,CMP0042,X,Affiliate Network,Asia Pacific,Japan,Osaka,55-64,Prefer not to say,At-Risk Customer,Mac,2025-08-03,2025-08-03,At Risk,,True,False,CRM Export,crm_customers_202508.csv,BATCH-CRM-202508-03,2025-08-04 03:41:00
CUST0021863,2024-11-30,CMP0088,LinkedIn,LinkedIn Campaign Manager,Latin America,Mexico,Mexico City,35-44,Male,High-Value Customer,AppleCare+,2024-11-30,2026-02-20,Active,,True,True,CRM Export,crm_customers_202411.csv,BATCH-CRM-202411-02,2024-12-01 01:04:00
CUST0000813,2025-07-09,CMP0027,Facebook,Meta Ads Manager,North America,United States,Austin,18-24,Male,Loyal Customer,Apple Fitness+,2025-07-09,2026-06-02,Active,,True,True,CRM Export,crm_customers_202507.csv,BATCH-CRM-202507-03,2025-07-10 01:31:00
CUST0006133,2025-01-05,CMP0058,Google Search,Google Ads,North America,United States,Los Angeles,45-54,Male,New Customer,AppleCare+,2025-01-05,2025-01-05,Active,,False,False,CRM Export,crm_customers_202501.csv,BATCH-CRM-202501-01,2025-01-06 02:49:00
CUST0006836,2025-03-20,CMP0058,Google Search,Google Ads,North America,United States,Los Angeles,35-44,Female,Price-Sensitive Customer,AppleCare+,2025-03-20,2026-04-25,Active,,False,False,CRM Export,crm_customers_202503.csv,BATCH-CRM-202503-02,2025-03-21 02:56:00
CUST0026509,2025-10-13,CMP0077,Facebook,Meta Ads Manager,Europe,United Kingdom,London,35-44,Male,New Customer,Accessories,2025-10-13,2025-10-13,Active,,True,False,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-01,2025-10-14 01:12:00
CUST0027092,2025-06-01,CMP0058,Google Search,Google Ads,North America,United States,Los Angeles,25-34,Male,High-Value Customer,AppleCare+,2025-06-01,2026-06-27,Active,,True,False,CRM Export,crm_customers_202506.csv,BATCH-CRM-202506-02,2025-06-02 01:17:00
CUST0024166,2025-07-19,CMP0028,Email Marketing,Internal Email Platform,Middle East and Africa,South Africa,Johannesburg,35-44,Male,Occasional Buyer,Apple Fitness+,2025-07-19,2025-11-22,Inactive,,True,True,CRM Export,crm_customers_202507.csv,BATCH-CRM-202507-01,2025-07-20 03:10:00
CUST0011329,2025-05-24,CMP0020,Google Display,Google Ads,Asia Pacific,India,Mumbai,55-64,Male,Occasional Buyer,AppleCare+,2025-05-24,2025-05-24,Active,,False,True,CRM Export,crm_customers_202505.csv,BATCH-CRM-202505-01,2025-05-25 02:40:00
CUST0009619,2024-11-25,CMP0033,Google Search,Google Ads,Europe,United Kingdom,Manchester,25-34,Female,At-Risk Customer,Apple Arcade,2024-11-25,2026-01-17,At Risk,,True,True,CRM Export,crm_customers_202411.csv,BATCH-CRM-202411-01,2024-11-26 01:46:00
CUST0024005,2025-07-18,CMP0077,Facebook,Meta Ads Manager,Europe,United Kingdom,Unknown,25-34,Male,At-Risk Customer,Accessories,2025-07-18,2025-07-18,At Risk,,True,False,CRM Export,crm_customers_202507.csv,BATCH-CRM-202507-02,2025-07-19 04:29:00
CUST0018967,2025-08-08,CMP0053,Organic Social,Internal Email Platform,Asia Pacific,Japan,Yokohama,18-24,Male,Loyal Customer,Apple Fitness+,2025-08-08,2026-05-05,Active,,True,True,CRM Export,crm_customers_202508.csv,BATCH-CRM-202508-01,2025-08-09 02:36:00
CUST0013620,2024-10-15,CMP0042,X,Affiliate Network,Asia Pacific,Japan,Osaka,25-34,Male,New Customer,Mac,2024-10-15,2024-10-15,Active,,False,False,CRM Export,crm_customers_202410.csv,BATCH-CRM-202410-03,2024-10-16 04:11:00
CUST0029565,2025-06-22,CMP0067,Retail Promotion,Retail Partner,North America,United States,Seattle,55-64,Male,At-Risk Customer,iCloud+,2025-06-22,2025-06-22,At Risk,,True,False,CRM Export,crm_customers_202506.csv,BATCH-CRM-202506-03,2025-06-23 05:13:00
CUST0020501,2025-10-20,CMP0020,Google Display,Google Ads,Asia Pacific,India,Mumbai,35-44,Male,Price-Sensitive Customer,AppleCare+,2025-10-20,2026-04-14,Active,,True,False,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-02,2025-10-21 03:21:00
CUST0011321,2025-06-26,CMP0091,Facebook,Meta Ads Manager,Latin America,Brazil,Rio de Janeiro,25-34,Female,At-Risk Customer,Accessories,2025-06-26,2025-06-26,At Risk,,True,False,CRM Export,crm_customers_202506.csv,BATCH-CRM-202506-02,2025-06-27 05:06:00
CUST0025943,2025-05-21,CMP0008,Organic Social,Internal Email Platform,North America,United States,Chicago,25-34,Female,Occasional Buyer,Mac,2025-05-21,2025-12-14,Active,,True,False,CRM Export,crm_customers_202505.csv,BATCH-CRM-202505-02,2025-05-22 01:34:00
CUST0009204,2025-02-28,CMP0094,Retail Promotion,Retail Partner,North America,United States,Seattle,55-64,Male,High-Value Customer,iCloud+,2025-02-28,2026-04-27,Active,,True,False,CRM Export,crm_customers_202502.csv,BATCH-CRM-202502-03,2025-03-01 01:33:00
CUST0001958,2026-06-05,CMP0047,Instagram,Meta Ads Manager,North America,United States,Chicago,18-24,Female,Loyal Customer,Apple Watch,2026-06-05,2026-06-29,Active,,True,True,CRM Export,crm_customers_202606.csv,BATCH-CRM-202606-02,2026-06-06 03:07:00
CUST0002107,2025-06-21,CMP0066,YouTube,YouTube Ads,Europe,Spain,Valencia,25-34,Male,Price-Sensitive Customer,Apple Music,2025-06-21,2025-07-02,Inactive,,False,False,CRM Export,crm_customers_202506.csv,BATCH-CRM-202506-01,2025-06-22 01:44:00
CUST0018650,2024-11-20,CMP0007,YouTube,YouTube Ads,Europe,France,Unknown,18-24,Male,Loyal Customer,Apple Watch,2024-11-20,2026-04-14,Active,,True,True,CRM Export,crm_customers_202411.csv,BATCH-CRM-202411-02,2024-11-21 05:27:00
CUST0020255,2025-04-17,CMP0069,Apple Search Ads,Apple Search Ads,Latin America,Mexico,Mexico City,35-44,Male,Occasional Buyer,Apple TV+,2025-04-17,2025-07-18,Active,,False,False,CRM Export,crm_customers_202504.csv,BATCH-CRM-202504-02,2025-04-18 04:22:00
CUST0028576,2025-11-11,CMP0077,Facebook,Meta Ads Manager,Europe,United Kingdom,London,35-44,Female,High-Value Customer,Accessories,2025-11-11,2026-05-16,Active,,True,False,CRM Export,crm_customers_202511.csv,BATCH-CRM-202511-01,2025-11-12 01:07:00
CUST0007814,2025-05-13,CMP0008,Organic Social,Internal Email Platform,North America,United States,Chicago,35-44,Female,High-Value Customer,Mac,2025-05-13,2026-06-09,Active,,True,True,CRM Export,crm_customers_202505.csv,BATCH-CRM-202505-02,2025-05-14 05:39:00
CUST0027972,2025-07-12,CMP0002,Influencer Marketing,Affiliate Network,Asia Pacific,Australia,Melbourne,25-34,Prefer not to say,Hardware Enthusiast,iPad,2025-07-12,2026-06-17,Active,,True,False,CRM Export,crm_customers_202507.csv,BATCH-CRM-202507-03,2025-07-13 05:29:00
CUST0019784,2025-02-26,CMP0044,X,Affiliate Network,Europe,United Kingdom,Birmingham,25-34,Male,At-Risk Customer,Unknown,2025-02-26,2025-02-26,At Risk,,True,False,CRM Export,crm_customers_202502.csv,BATCH-CRM-202502-02,2025-02-27 04:35:00
CUST0012600,2024-09-10,CMP0033,Google Search,Google Ads,Europe,United Kingdom,Manchester,25-34,Male,Service Subscriber,Apple Arcade,2024-09-10,2025-04-29,Inactive,,False,False,CRM Export,crm_customers_202409.csv,BATCH-CRM-202409-03,2024-09-11 05:16:00
CUST0021886,2024-12-31,CMP0042,X,Affiliate Network,Asia Pacific,Japan,Osaka,18-24,Female,Churned Customer,Mac,2024-12-31,2024-12-31,Churned,2025-01-31,True,False,CRM Export,crm_customers_202412.csv,BATCH-CRM-202412-01,2025-01-01 03:56:00
CUST0011764,2025-03-01,CMP0033,Google Search,Google Ads,Europe,United Kingdom,Manchester,18-24,Female,Occasional Buyer,Apple Arcade,2025-03-01,2025-10-28,Active,,True,False,CRM Export,crm_customers_202503.csv,BATCH-CRM-202503-01,2025-03-02 04:42:00
CUST0004302,2025-04-21,CMP0044,X,Affiliate Network,Europe,United Kingdom,Birmingham,55-64,Male,Service Subscriber,Apple Fitness+,2025-04-21,2026-04-03,Active,,True,False,CRM Export,crm_customers_202504.csv,BATCH-CRM-202504-03,2025-04-22 04:08:00
CUST0023510,2025-10-11,CMP0091,Facebook,Meta Ads Manager,Latin America,Brazil,Rio de Janeiro,25-34,Male,Loyal Customer,Accessories,2025-10-11,2026-03-29,Active,,True,False,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-02,2025-10-12 04:19:00
CUST0013632,2025-08-25,CMP0083,LinkedIn,LinkedIn Campaign Manager,North America,United States,Los Angeles,25-34,Male,High-Value Customer,AirPods,2025-08-25,2026-05-16,Active,,True,True,CRM Export,crm_customers_202508.csv,BATCH-CRM-202508-03,2025-08-26 01:52:00
CUST0001339,2025-12-28,CMP0057,YouTube,YouTube Ads,Asia Pacific,South Korea,Incheon,55-64,Female,New Customer,iPad,2025-12-28,2026-05-25,Active,,True,False,CRM Export,crm_customers_202512.csv,BATCH-CRM-202512-01,2025-12-29 05:29:00
CUST0001494,2024-11-25,CMP0060,Affiliate Marketing,Affiliate Network,Europe,Germany,Unknown,25-34,Female,Occasional Buyer,Apple TV+,2024-11-25,2026-06-27,Inactive,,True,False,CRM Export,crm_customers_202411.csv,BATCH-CRM-202411-03,2024-11-26 05:22:00
CUST0009013,2025-09-16,CMP0007,YouTube,YouTube Ads,Europe,France,Paris,45-54,Male,Loyal Customer,Apple Watch,2025-09-16,2025-11-18,Inactive,,True,True,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-01,2025-09-17 04:28:00
CUST0001231,2024-12-09,CMP0058,Google Search,Google Ads,North America,United States,Los Angeles,45-54,Female,At-Risk Customer,AppleCare+,2024-12-09,2024-12-09,At Risk,,True,False,CRM Export,crm_customers_202412.csv,BATCH-CRM-202412-01,2024-12-10 03:15:00
CUST0012369,2025-11-26,CMP0083,LinkedIn,LinkedIn Campaign Manager,North America,United States,Los Angeles,25-34,Female,Hardware Enthusiast,AirPods,2025-11-26,2026-04-22,Active,,True,True,CRM Export,crm_customers_202511.csv,BATCH-CRM-202511-03,2025-11-27 02:25:00
CUST0009105,2025-08-07,CMP0061,Google Display,Google Ads,Asia Pacific,South Korea,Seoul,25-34,Female,Service Subscriber,Apple Arcade,2025-08-07,2026-06-11,Active,,True,True,CRM Export,crm_customers_202508.csv,BATCH-CRM-202508-03,2025-08-08 05:29:00
CUST0004324,2025-06-15,CMP0002,Influencer Marketing,Affiliate Network,Asia Pacific,Australia,Melbourne,35-44,Male,Price-Sensitive Customer,iPad,2025-06-15,2026-04-11,Active,,False,False,CRM Export,crm_customers_202506.csv,BATCH-CRM-202506-01,2025-06-16 05:30:00
CUST0011932,2025-07-29,CMP0072,X,Affiliate Network,North America,United States,Los Angeles,25-34,Female,Occasional Buyer,Apple Music,2025-07-29,2025-10-18,Active,,True,False,CRM Export,crm_customers_202507.csv,BATCH-CRM-202507-01,2025-07-30 02:06:00
CUST0029598,2025-09-15,CMP0028,Email Marketing,Internal Email Platform,Middle East and Africa,South Africa,Johannesburg,18-24,Male,Service Subscriber,Apple Fitness+,2025-09-15,2026-05-30,Active,,False,True,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-03,2025-09-16 02:47:00
CUST0018370,2024-11-30,CMP0058,Google Search,Google Ads,North America,United States,Los Angeles,18-24,Male,At-Risk Customer,AppleCare+,2024-11-30,2024-11-30,At Risk,,True,True,CRM Export,crm_customers_202411.csv,BATCH-CRM-202411-01,2024-12-01 01:12:00
CUST0025603,2025-01-18,CMP0091,Facebook,Meta Ads Manager,Latin America,Brazil,Rio de Janeiro,35-44,Female,At-Risk Customer,Accessories,2025-01-18,2025-01-18,At Risk,,True,False,CRM Export,crm_customers_202501.csv,BATCH-CRM-202501-01,2025-01-19 01:09:00
CUST0006185,2026-02-03,CMP0083,LinkedIn,LinkedIn Campaign Manager,North America,United States,Los Angeles,25-34,Female,Occasional Buyer,AirPods,2026-02-03,2026-06-28,Active,,True,False,CRM Export,crm_customers_202602.csv,BATCH-CRM-202602-02,2026-02-04 02:01:00
CUST0017987,2025-07-12,CMP0077,Facebook,Meta Ads Manager,Europe,United Kingdom,London,35-44,Male,Occasional Buyer,Accessories,2025-07-12,2026-05-02,Active,,True,False,CRM Export,crm_customers_202507.csv,BATCH-CRM-202507-02,2025-07-13 04:04:00
CUST0029026,2024-11-16,CMP0068,Instagram,Meta Ads Manager,Europe,Italy,Turin,55-64,Male,Hardware Enthusiast,iPhone,2024-11-16,2026-06-10,Active,,False,False,CRM Export,crm_customers_202411.csv,BATCH-CRM-202411-01,2024-11-17 03:20:00
CUST0024319,2026-01-03,CMP0057,YouTube,YouTube Ads,Asia Pacific,South Korea,Incheon,25-34,Female,Occasional Buyer,iPad,2026-01-03,2026-03-12,Active,,True,True,CRM Export,crm_customers_202601.csv,BATCH-CRM-202601-01,2026-01-04 05:16:00
CUST0003575,2025-06-11,CMP0072,X,Affiliate Network,North America,United States,Los Angeles,18-24,Male,Service Subscriber,Apple Music,2025-06-11,2026-06-27,Active,,False,True,CRM Export,crm_customers_202506.csv,BATCH-CRM-202506-02,2025-06-12 01:57:00
CUST0006716,2025-08-03,CMP0001,TikTok,TikTok Ads,North America,Canada,Montreal,25-34,Female,Occasional Buyer,Unknown,2025-08-03,2025-11-30,Active,,True,False,CRM Export,crm_customers_202508.csv,BATCH-CRM-202508-02,2025-08-04 03:28:00
CUST0029533,2025-08-30,CMP0099,X,Affiliate Network,Asia Pacific,Australia,Brisbane,18-24,Female,Service Subscriber,Apple Music,2025-08-30,2026-03-28,Active,,False,False,CRM Export,crm_customers_202508.csv,BATCH-CRM-202508-01,2025-08-31 03:37:00
CUST0008231,2025-09-13,CMP0016,Retail Promotion,Retail Partner,North America,United States,Los Angeles,45-54,Male,Loyal Customer,Mac,2025-09-13,2026-04-25,Active,,True,True,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-02,2025-09-14 03:11:00
CUST0013004,2025-09-20,CMP0046,Apple Search Ads,Apple Search Ads,Europe,Germany,Berlin,35-44,Male,New Customer,iPhone,2025-09-20,2025-12-19,Active,,True,False,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-02,2025-09-21 01:11:00
CUST0022754,2025-07-16,CMP0017,Google Display,Google Ads,Asia Pacific,Singapore,Singapore,25-34,Male,High-Value Customer,Unknown,2025-07-16,2026-04-26,Active,,True,True,CRM Export,crm_customers_202507.csv,BATCH-CRM-202507-02,2025-07-17 04:20:00
CUST0014010,2025-10-18,CMP0028,Email Marketing,Internal Email Platform,Middle East and Africa,South Africa,Johannesburg,25-34,Female,Service Subscriber,Apple Fitness+,2025-10-18,2026-05-26,Active,,True,False,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-03,2025-10-19 02:51:00
CUST0000279,2025-04-14,CMP0068,Instagram,Meta Ads Manager,Europe,Italy,Turin,25-34,Female,Loyal Customer,iPhone,2025-04-14,2025-07-01,Active,,True,True,CRM Export,crm_customers_202504.csv,BATCH-CRM-202504-03,2025-04-15 04:53:00
CUST0005996,2025-07-13,CMP0005,Organic Social,Internal Email Platform,Europe,Germany,Munich,55-64,Male,New Customer,iPhone,2025-07-13,2026-05-23,Active,,True,False,CRM Export,crm_customers_202507.csv,BATCH-CRM-202507-02,2025-07-14 02:55:00
CUST0011926,2025-10-01,CMP0085,TikTok,TikTok Ads,North America,United States,New York,35-44,Female,High-Value Customer,Apple TV+,2025-10-01,2026-05-21,Active,,True,True,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-01,2025-10-02 01:54:00
CUST0011928,2025-11-08,CMP0037,Retail Promotion,Retail Partner,Europe,Germany,Berlin,55-64,Female,Loyal Customer,iCloud+,2025-11-08,2026-06-17,Active,,True,False,CRM Export,crm_customers_202511.csv,BATCH-CRM-202511-03,2025-11-09 03:15:00
CUST0011847,2025-11-01,CMP0024,Email Marketing,Internal Email Platform,Asia Pacific,India,Mumbai,65+,Female,Loyal Customer,Mac,2025-11-01,2026-03-13,Inactive,,True,True,CRM Export,crm_customers_202511.csv,BATCH-CRM-202511-03,2025-11-02 02:32:00
CUST0004949,2025-09-25,CMP0093,Google Search,Google Ads,North America,United States,Austin,45-54,Male,Occasional Buyer,Accessories,2025-09-25,2026-03-20,Active,,False,False,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-02,2025-09-26 04:34:00
CUST0020070,2026-03-21,CMP0016,Retail Promotion,Retail Partner,North America,United States,Los Angeles,35-44,Male,At-Risk Customer,Mac,2026-03-21,2026-03-21,At Risk,,False,False,CRM Export,crm_customers_202603.csv,BATCH-CRM-202603-03,2026-03-22 05:10:00
CUST0015946,2024-09-25,CMP0078,Influencer Marketing,Affiliate Network,North America,United States,Austin,55-64,Male,New Customer,AirPods,2024-09-25,2024-09-25,Active,,True,False,CRM Export,crm_customers_202409.csv,BATCH-CRM-202409-01,2024-09-26 05:21:00
CUST0026913,2025-12-11,CMP0091,Facebook,Meta Ads Manager,Latin America,Brazil,Rio de Janeiro,65+,Female,Price-Sensitive Customer,Accessories,2025-12-11,2026-06-15,Active,,True,False,CRM Export,crm_customers_202512.csv,BATCH-CRM-202512-03,2025-12-12 05:00:00
CUST0005216,2025-09-23,CMP0099,X,Affiliate Network,Asia Pacific,Australia,Brisbane,25-34,Female,High-Value Customer,Apple Music,2025-09-23,2026-06-10,Active,,True,True,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-02,2025-09-24 05:50:00
CUST0014722,2025-08-29,CMP0092,Instagram,Meta Ads Manager,Middle East and Africa,United Arab Emirates,Abu Dhabi,25-34,Male,Loyal Customer,iCloud+,2025-08-29,2026-06-23,Active,,True,True,CRM Export,crm_customers_202508.csv,BATCH-CRM-202508-01,2025-08-30 04:32:00
CUST0027299,2026-01-30,CMP0083,LinkedIn,LinkedIn Campaign Manager,North America,United States,Los Angeles,35-44,Male,Occasional Buyer,AirPods,2026-01-30,2026-05-17,Active,,True,False,CRM Export,crm_customers_202601.csv,BATCH-CRM-202601-02,2026-01-31 05:30:00
CUST0001883,2025-10-14,CMP0073,X,Affiliate Network,Europe,United Kingdom,Manchester,18-24,Male,Hardware Enthusiast,iPhone,2025-10-14,2026-01-31,Active,,True,False,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-02,2025-10-15 05:43:00
CUST0013596,2025-04-01,CMP0091,Facebook,Meta Ads Manager,Latin America,Brazil,Rio de Janeiro,25-34,Female,Loyal Customer,Accessories,2025-04-01,2026-06-18,Active,,True,True,CRM Export,crm_customers_202504.csv,BATCH-CRM-202504-03,2025-04-02 04:46:00
CUST0023251,2025-10-04,CMP0039,Affiliate Marketing,Affiliate Network,Europe,France,Marseille,18-24,Female,At-Risk Customer,Apple TV+,2025-10-04,2025-10-04,At Risk,,True,False,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-01,2025-10-05 05:02:00
CUST0018553,2024-11-25,CMP0039,Affiliate Marketing,Affiliate Network,Europe,France,Marseille,45-54,Male,Service Subscriber,Apple TV+,2024-11-25,2026-05-23,Active,,True,True,CRM Export,crm_customers_202411.csv,BATCH-CRM-202411-01,2024-11-26 03:12:00
CUST0025410,2026-04-01,CMP0018,Google Search,Google Ads,Latin America,Brazil,Sao Paulo,65+,Male,Occasional Buyer,AirPods,2026-04-01,2026-04-01,Active,,False,False,CRM Export,crm_customers_202604.csv,BATCH-CRM-202604-03,2026-04-02 01:18:00
CUST0000774,2026-02-20,CMP0018,Google Search,Google Ads,Latin America,Brazil,Sao Paulo,25-34,Female,Hardware Enthusiast,AirPods,2026-02-20,2026-03-15,Inactive,,False,False,CRM Export,crm_customers_202602.csv,BATCH-CRM-202602-03,2026-02-21 02:29:00
CUST0028211,2025-09-22,CMP0037,Retail Promotion,Retail Partner,Europe,Germany,Berlin,45-54,Female,Loyal Customer,iCloud+,2025-09-22,2026-06-18,Active,,True,False,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-02,2025-09-23 01:11:00
CUST0003001,2025-02-28,CMP0040,TikTok,TikTok Ads,North America,Canada,Montreal,25-34,Female,Loyal Customer,iCloud+,2025-02-28,2026-05-16,Active,,True,False,CRM Export,crm_customers_202502.csv,BATCH-CRM-202502-01,2025-03-01 03:28:00
CUST0004888,2024-11-07,CMP0068,Instagram,Meta Ads Manager,Europe,Italy,Turin,35-44,Male,At-Risk Customer,iPhone,2024-11-07,2025-11-04,At Risk,,False,False,CRM Export,crm_customers_202411.csv,BATCH-CRM-202411-01,2024-11-08 04:31:00
CUST0012971,2025-09-10,CMP0063,LinkedIn,LinkedIn Campaign Manager,Europe,United Kingdom,Birmingham,35-44,Female,Hardware Enthusiast,AirPods,2025-09-10,2026-05-24,Active,,False,True,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-02,2025-09-11 04:58:00
CUST0019457,2025-04-05,CMP0039,Affiliate Marketing,Affiliate Network,Europe,France,Marseille,18-24,Female,Loyal Customer,Apple TV+,2025-04-05,2026-05-28,Active,,True,True,CRM Export,crm_customers_202504.csv,BATCH-CRM-202504-02,2025-04-06 05:47:00
CUST0023202,2025-11-14,CMP0030,LinkedIn,LinkedIn Campaign Manager,Europe,United Kingdom,Manchester,25-34,Female,Occasional Buyer,Mac,2025-11-14,2026-04-19,Active,,False,True,CRM Export,crm_customers_202511.csv,BATCH-CRM-202511-03,2025-11-15 01:16:00
CUST0016459,2026-04-10,CMP0036,Google Display,Google Ads,Europe,Germany,Hamburg,25-34,Female,At-Risk Customer,Apple Watch,2026-04-10,2026-05-22,At Risk,,True,False,CRM Export,crm_customers_202604.csv,BATCH-CRM-202604-01,2026-04-11 03:40:00
CUST0025430,2025-03-10,CMP0059,Influencer Marketing,Affiliate Network,North America,Canada,Montreal,45-54,Male,Occasional Buyer,Apple Fitness+,2025-03-10,2025-03-10,Active,,False,False,CRM Export,crm_customers_202503.csv,BATCH-CRM-202503-02,2025-03-11 03:20:00
CUST0017109,2025-07-28,CMP0013,LinkedIn,LinkedIn Campaign Manager,North America,United States,New York,55-64,Prefer not to say,New Customer,Apple Watch,2025-07-28,2025-09-05,Active,,True,False,CRM Export,crm_customers_202507.csv,BATCH-CRM-202507-03,2025-07-29 01:23:00
CUST0006010,2025-12-24,CMP0092,Instagram,Meta Ads Manager,Middle East and Africa,United Arab Emirates,Abu Dhabi,45-54,Unknown,Loyal Customer,iCloud+,2025-12-24,2026-05-28,Active,,True,False,CRM Export,crm_customers_202512.csv,BATCH-CRM-202512-01,2025-12-25 01:01:00
CUST0022692,2025-10-16,CMP0084,Google Display,Google Ads,North America,United States,Chicago,35-44,Unknown,At-Risk Customer,iCloud+,2025-10-16,2025-10-16,At Risk,,True,True,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-03,2025-10-17 04:42:00
CUST0021824,2025-11-16,CMP0029,Instagram,Meta Ads Manager,Europe,France,Lyon,35-44,Female,New Customer,AppleCare+,2025-11-16,2026-04-04,Active,,True,False,CRM Export,crm_customers_202511.csv,BATCH-CRM-202511-02,2025-11-17 01:26:00
CUST0008534,2025-10-20,CMP0092,Instagram,Meta Ads Manager,Middle East and Africa,United Arab Emirates,Abu Dhabi,18-24,Male,Occasional Buyer,iCloud+,2025-10-20,2026-06-20,Active,,True,False,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-02,2025-10-21 05:02:00
CUST0005681,2026-02-14,CMP0080,Email Marketing,Internal Email Platform,Asia Pacific,Singapore,Singapore,25-34,Male,Loyal Customer,AppleCare+,2026-02-14,2026-06-27,Active,,False,True,CRM Export,crm_customers_202602.csv,BATCH-CRM-202602-02,2026-02-15 01:57:00
CUST0025252,2026-03-20,CMP0081,Google Search,Google Ads,North America,Canada,Toronto,25-34,Female,At-Risk Customer,Accessories,2026-03-20,2026-03-20,At Risk,,True,False,CRM Export,crm_customers_202603.csv,BATCH-CRM-202603-01,2026-03-21 01:19:00
CUST0013780,2025-09-22,CMP0091,Facebook,Meta Ads Manager,Latin America,Brazil,Rio de Janeiro,18-24,Male,Loyal Customer,Accessories,2025-09-22,2026-06-07,Active,,True,True,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-01,2025-09-23 02:06:00
CUST0008867,2025-10-25,CMP0100,Google Display,Google Ads,Asia Pacific,Australia,Sydney,25-34,Female,At-Risk Customer,Apple Music,2025-10-25,2025-10-25,At Risk,,False,True,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-02,2025-10-26 05:12:00
